sku,nombre,imagen,precio,frecuencia,inventario_tipo,categoria,existencias,descripcion,precio_original,modelo_caja,descuento,tamano_altavoz,caracteristicas
"MXN-001","Mazapán De La Rosa Gigante (3 pz)","assets/img/91fL315hJIL._SL1500_.webp","24","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","32","MXN-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-002","Pelón Pelo Rico Original (30g)","assets/img/91fL315hJIL._SL1500_.webp","12","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","16","MXN-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-003","Pulparindo De La Rosa Tamarindo","assets/img/91fL315hJIL._SL1500_.webp","8","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","10","MXN-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-004","Paleta Payaso Ricolino Grande","assets/img/91fL315hJIL._SL1500_.webp","20","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","27","MXN-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-005","Ollitas de Tamarindo Tradicional","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","20","MXN-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-006","Mazapán De La Rosa con Chocolate","assets/img/91fL315hJIL._SL1500_.webp","12","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","16","MXN-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-007","Pelón Pelo Rico Mini (5 piezas)","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","29","MXN-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-008","Pulparindo De La Rosa Enchilado","assets/img/91fL315hJIL._SL1500_.webp","8","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","10","MXN-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-009","Borrachitos Dulces Tradicionales","assets/img/91fL315hJIL._SL1500_.webp","35","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","47","MXN-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-010","Glorias de Linares Cajeta (4 pz)","assets/img/91fL315hJIL._SL1500_.webp","48","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","64","MXN-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-011","Mazapán De La Rosa Gigante Caja","assets/img/91fL315hJIL._SL1500_.webp","99","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","133","MXN-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-012","Pelón Pelonazo Tamarindo Grande","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","29","MXN-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-013","Pulparindo De La Rosa Extra Picante","assets/img/91fL315hJIL._SL1500_.webp","8","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","10","MXN-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-014","Cajeta Coronado Envinada Chica","assets/img/91fL315hJIL._SL1500_.webp","45","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","60","MXN-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-015","Glorias de Linares Bolsa Grande","assets/img/91fL315hJIL._SL1500_.webp","120","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","162","MXN-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-016","Pulparindo Gigante De La Rosa","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","20","MXN-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-017","Pelón Pelo Rico Fresa Mini (5)","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","29","MXN-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-018","Borrachitos de Tequila Caja","assets/img/91fL315hJIL._SL1500_.webp","38","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","51","MXN-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-019","Cajeta Coronado Quemada Chica","assets/img/91fL315hJIL._SL1500_.webp","45","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","60","MXN-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MXN-020","Ollitas de Mango con Chile (5)","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","dulces-mexicanos","12","Producto premium de la categoría Dulces Mexicanos en liquidación y oferta.","29","MXN-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-001","Paleta Payaso Ricolino Mini","assets/img/91fL315hJIL._SL1500_.webp","12","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","16","PLT-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-002","Paleta Tutsi Pop Gigante","assets/img/91fL315hJIL._SL1500_.webp","10","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","13","PLT-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-003","Paleta Rockaleta Original 4 Capas","assets/img/91fL315hJIL._SL1500_.webp","12","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","16","PLT-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-004","Paleta Cupido Fresa-Chocolate","assets/img/91fL315hJIL._SL1500_.webp","8","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","10","PLT-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-005","Paleta Vero Elote Cereza-Chile","assets/img/91fL315hJIL._SL1500_.webp","7","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","9","PLT-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-006","Paleta Vero Banda Fresa-Chile","assets/img/91fL315hJIL._SL1500_.webp","7","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","9","PLT-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-007","Paleta Manita Vero Fresa","assets/img/91fL315hJIL._SL1500_.webp","6","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","8","PLT-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-008","Paleta Tutsi Pop Bolsa Grande","assets/img/91fL315hJIL._SL1500_.webp","85","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","114","PLT-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-009","Paleta Rockaleta Mix Bolsa","assets/img/91fL315hJIL._SL1500_.webp","45","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","60","PLT-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-010","Paleta Payaso Ricolino Pack (4)","assets/img/91fL315hJIL._SL1500_.webp","65","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","87","PLT-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-011","Paleta Cupido San Valentín Pack","assets/img/91fL315hJIL._SL1500_.webp","35","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","47","PLT-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-012","Paleta Vero Tarrito Cerveza","assets/img/91fL315hJIL._SL1500_.webp","6","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","8","PLT-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-013","Paleta Chupa Chups Clasica Mix","assets/img/91fL315hJIL._SL1500_.webp","10","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","13","PLT-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-014","Paleta Chupa Chups Bolsa Grande","assets/img/91fL315hJIL._SL1500_.webp","99","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","133","PLT-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-015","Paleta Vero Mango con Chile","assets/img/91fL315hJIL._SL1500_.webp","7","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","9","PLT-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-016","Paleta Tutsi Pop Fresa Pack (5)","assets/img/91fL315hJIL._SL1500_.webp","25","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","33","PLT-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-017","Paleta Rockaleta Diablo Extra Hot","assets/img/91fL315hJIL._SL1500_.webp","12","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","16","PLT-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-018","Paleta Vero Elote Bolsa Grande","assets/img/91fL315hJIL._SL1500_.webp","55","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","74","PLT-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-019","Paleta Chupa Chups Cremosa Fresa","assets/img/91fL315hJIL._SL1500_.webp","10","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","13","PLT-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"PLT-020","Paleta Cupido Fresa Mini Pack","assets/img/91fL315hJIL._SL1500_.webp","20","Inmediato","Outlet","paletas-chupetines","12","Producto premium de la categoría Paletas y Chupetines en liquidación y oferta.","27","PLT-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-001","Chicles Trident Menta (12 pz)","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","20","CHC-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-002","Chicles Clorets Menta Activa","assets/img/91fL315hJIL._SL1500_.webp","12","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","16","CHC-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-003","Chicles Bubbaloo Fresa (5 pz)","assets/img/91fL315hJIL._SL1500_.webp","8","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","10","CHC-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-004","Chicles Trident Yerba Buena (12)","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","20","CHC-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-005","Chicles Clorets Caja Grande (60)","assets/img/91fL315hJIL._SL1500_.webp","45","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","60","CHC-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-006","Chicles Bubbaloo Menta (5 pz)","assets/img/91fL315hJIL._SL1500_.webp","8","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","10","CHC-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-007","Pastillas Tic Tac Menta (16g)","assets/img/91fL315hJIL._SL1500_.webp","14","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","18","CHC-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-008","Pastillas Tic Tac Naranja (16g)","assets/img/91fL315hJIL._SL1500_.webp","14","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","18","CHC-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-009","Chicles Trident Watermelon (12)","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","20","CHC-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-010","Chicles Bubbaloo Blue Blueberry","assets/img/91fL315hJIL._SL1500_.webp","8","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","10","CHC-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-011","Pastillas Tic Tac Frutos Rojos","assets/img/91fL315hJIL._SL1500_.webp","14","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","18","CHC-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-012","Chicles Clorets 2 Piezas Pack","assets/img/91fL315hJIL._SL1500_.webp","3","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","4","CHC-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-013","Chicles Hubba Bubba Original Roll","assets/img/91fL315hJIL._SL1500_.webp","32","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","43","CHC-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-014","Chicles Trident Xtra Care Menta","assets/img/91fL315hJIL._SL1500_.webp","18","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","24","CHC-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-015","Chicles Bubbaloo Tutti Frutti (5)","assets/img/91fL315hJIL._SL1500_.webp","8","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","10","CHC-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-016","Pastillas Tic Tac Menta Gigante","assets/img/91fL315hJIL._SL1500_.webp","25","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","33","CHC-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-017","Chicles Trident Twist Fresa (12)","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","20","CHC-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-018","Chicles Clorets L mentol (12)","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","20","CHC-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-019","Chicles Hubba Bubba Sour Apple","assets/img/91fL315hJIL._SL1500_.webp","32","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","43","CHC-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"CHC-020","Pastillas Tic Tac Naranja Gigante","assets/img/91fL315hJIL._SL1500_.webp","25","Inmediato","Outlet","chicles-pastillas","12","Producto premium de la categoría Chicles y Pastillas en liquidación y oferta.","33","CHC-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-001","Malvaviscos De La Rosa Bolsa Med","assets/img/91fL315hJIL._SL1500_.webp","24","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","32","MBM-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-002","Bombones Gigantes de Vainilla","assets/img/91fL315hJIL._SL1500_.webp","28","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","37","MBM-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-003","Chocolate con Malvavisco Ricolino","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","20","MBM-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-004","Malvaviscos Mini de Colores","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","29","MBM-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-005","Malvaviscos De La Rosa Chocolate","assets/img/91fL315hJIL._SL1500_.webp","32","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","43","MBM-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-006","Bombones Rellenos de Jalea","assets/img/91fL315hJIL._SL1500_.webp","26","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","35","MBM-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-007","Malvaviscos De La Rosa Gigante Bolsa","assets/img/91fL315hJIL._SL1500_.webp","48","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","64","MBM-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-008","Bombones Gigantes de Fresa","assets/img/91fL315hJIL._SL1500_.webp","28","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","37","MBM-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-009","Chocolate Malvavisco Ricolino Pack","assets/img/91fL315hJIL._SL1500_.webp","55","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","74","MBM-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-010","Malvaviscos Cubiertos de Coco","assets/img/91fL315hJIL._SL1500_.webp","26","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","35","MBM-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-011","Bombones Mini para Café Vainilla","assets/img/91fL315hJIL._SL1500_.webp","20","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","27","MBM-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-012","Malvaviscos De La Rosa Fresa Bolsa","assets/img/91fL315hJIL._SL1500_.webp","24","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","32","MBM-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-013","Bombones Relleno de Fresa Ricolino","assets/img/91fL315hJIL._SL1500_.webp","16","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","21","MBM-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-014","Chocolate Malvavisco Blanco","assets/img/91fL315hJIL._SL1500_.webp","15","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","20","MBM-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-015","Malvaviscos Espiral Tricolor Bolsa","assets/img/91fL315hJIL._SL1500_.webp","28","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","37","MBM-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-016","Bombones Gigantes Mix Fresa-Vainilla","assets/img/91fL315hJIL._SL1500_.webp","28","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","37","MBM-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-017","Chocolate Malvavisco Ricolino Mini","assets/img/91fL315hJIL._SL1500_.webp","10","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","13","MBM-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-018","Malvaviscos De La Rosa Mini Bolsa","assets/img/91fL315hJIL._SL1500_.webp","22","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","29","MBM-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-019","Bombones Gigantes Cubiertos Chocolate","assets/img/91fL315hJIL._SL1500_.webp","45","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","60","MBM-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"MBM-020","Malvaviscos Espiral Chocolate Bolsa","assets/img/91fL315hJIL._SL1500_.webp","32","Inmediato","Outlet","malvaviscos","12","Producto premium de la categoría Malvaviscos en liquidación y oferta.","43","MBM-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-001","Papas Sabritas Sal de Mar (110g)","assets/img/91fL315hJIL._SL1500_.webp","35","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","47","BTN-001","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-002","Takis Fuego Barcel (120g)","assets/img/91fL315hJIL._SL1500_.webp","32","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","43","BTN-002","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-003","Cacahuates Mafer Salados (180g)","assets/img/91fL315hJIL._SL1500_.webp","55","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","74","BTN-003","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-004","Papas Sabritas Adobadas (110g)","assets/img/91fL315hJIL._SL1500_.webp","35","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","47","BTN-004","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-005","Takis Original Barcel (120g)","assets/img/91fL315hJIL._SL1500_.webp","30","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","40","BTN-005","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-006","Cacahuates Mafer Enchilados","assets/img/91fL315hJIL._SL1500_.webp","55","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","74","BTN-006","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-007","Cheetos Torciditos Queso (150g)","assets/img/91fL315hJIL._SL1500_.webp","28","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","37","BTN-007","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-008","Chips Jalapeño Barcel (100g)","assets/img/91fL315hJIL._SL1500_.webp","34","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","45","BTN-008","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-009","Cacahuates Nishikawa Japoneses","assets/img/91fL315hJIL._SL1500_.webp","32","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","43","BTN-009","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-010","Papas Sabritas Crema Especia","assets/img/91fL315hJIL._SL1500_.webp","35","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","47","BTN-010","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-011","Takis Blue Heat Barcel (120g)","assets/img/91fL315hJIL._SL1500_.webp","32","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","43","BTN-011","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-012","Cacahuates Mafer Premium Mix","assets/img/91fL315hJIL._SL1500_.webp","65","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","87","BTN-012","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-013","Doritos Nacho Sabritas (150g)","assets/img/91fL315hJIL._SL1500_.webp","38","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","51","BTN-013","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-014","Chips Sal de Mar Barcel (100g)","assets/img/91fL315hJIL._SL1500_.webp","34","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","45","BTN-014","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-015","Cacahuates Hot Nuts Original (100g)","assets/img/91fL315hJIL._SL1500_.webp","24","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","32","BTN-015","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-016","Ruffles Queso Sabritas (120g)","assets/img/91fL315hJIL._SL1500_.webp","36","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","48","BTN-016","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-017","Chips Fuego Barcel (100g)","assets/img/91fL315hJIL._SL1500_.webp","34","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","45","BTN-017","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-018","Cacahuates Hot Nuts Fuego (100g)","assets/img/91fL315hJIL._SL1500_.webp","24","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","32","BTN-018","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-019","Doritos Flamin Hot Sabritas (150g)","assets/img/91fL315hJIL._SL1500_.webp","38","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","51","BTN-019","25% OFF","N/A","Garantía oficial y entrega inmediata."
"BTN-020","Chips Chipotle Barcel (100g)","assets/img/91fL315hJIL._SL1500_.webp","34","Inmediato","Outlet","botanas-snacks","12","Producto premium de la categoría Botanas y Snacks en liquidación y oferta.","45","BTN-020","25% OFF","N/A","Garantía oficial y entrega inmediata."
